<<<<<<< HEAD
﻿2015-04-15 15:05:13,148 [7] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,893 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:18,919 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 22] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:19,641 [23] INFO  Umbraco.Web.UmbracoModule - [Thread 17] Setting OriginalRequestUrl: localhost:51126/umbraco
2015-04-12 15:16:19,781 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 17] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:20,094 [23] INFO  Umbraco.Web.Install.Controllers.InstallApiController - [Thread 17] Executing installation step: DatabaseInstall
2015-04-12 15:16:20,096 [23] INFO  Umbraco.Core.DatabaseContext - [Thread 17] Database configuration status: Started
2015-04-12 15:16:20,422 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 17] CurrentVersion different from configStatus: '7.2.4',''
2015-04-12 15:16:20,422 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Initializing database schema creation
2015-04-12 15:16:20,537 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [umbracoNode] ([id] INTEGER NOT NULL IDENTITY(1050,1),
[trashed] BIT NOT NULL CONSTRAINT [DF_umbracoNode_trashed] DEFAULT ('0'),
[parentID] INTEGER NOT NULL,
[nodeUser] INTEGER NULL,
[level] INTEGER NOT NULL,
[path] NVARCHAR(150) NOT NULL,
[sortOrder] INTEGER NOT NULL,
[uniqueID] UniqueIdentifier NULL,
[text] NVARCHAR(255) NULL,
[nodeObjectType] UniqueIdentifier NULL,
[createDate] DATETIME NOT NULL CONSTRAINT [DF_umbracoNode_createDate] DEFAULT (getdate()))
2015-04-12 15:16:20,537 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [PK_structure] PRIMARY KEY ([id])
2015-04-12 15:16:20,538 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table umbracoNode
2015-04-12 15:16:20,565 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table umbracoNode
2015-04-12 15:16:20,566 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [FK_umbracoNode_umbracoNode_id] FOREIGN KEY ([parentID]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:20,566 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeTrashed] ON [umbracoNode] ([trashed])
2015-04-12 15:16:20,566 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeParentId] ON [umbracoNode] ([parentID])
2015-04-12 15:16:20,567 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeUniqueID] ON [umbracoNode] ([uniqueID])
2015-04-12 15:16:20,567 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeObjectType] ON [umbracoNode] ([nodeObjectType])
2015-04-12 15:16:20,612 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'umbracoNode' was created
2015-04-12 15:16:20,734 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsContentType] ([pk] INTEGER NOT NULL IDENTITY(535,1),
[nodeId] INTEGER NOT NULL,
[alias] NVARCHAR(255) NULL,
[icon] NVARCHAR(255) NULL,
[thumbnail] NVARCHAR(255) NOT NULL CONSTRAINT [DF_cmsContentType_thumbnail] DEFAULT ('folder.png'),
[description] NVARCHAR(1500) NULL,
[isContainer] BIT NOT NULL CONSTRAINT [DF_cmsContentType_isContainer] DEFAULT ('0'),
[allowAtRoot] BIT NOT NULL CONSTRAINT [DF_cmsContentType_allowAtRoot] DEFAULT ('0'))
2015-04-12 15:16:20,735 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsContentType] ADD CONSTRAINT [PK_cmsContentType] PRIMARY KEY ([pk])
2015-04-12 15:16:20,735 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsContentType
2015-04-12 15:16:20,739 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsContentType
2015-04-12 15:16:20,740 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsContentType] ADD CONSTRAINT [FK_cmsContentType_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:20,740 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContentType] ON [cmsContentType] ([nodeId])
2015-04-12 15:16:20,741 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_cmsContentType_icon] ON [cmsContentType] ([icon])
2015-04-12 15:16:20,763 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsContentType' was created
2015-04-12 15:16:20,831 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsTemplate] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[master] INTEGER NULL,
[alias] NVARCHAR(100) NULL,
[design] NTEXT NOT NULL)
2015-04-12 15:16:20,832 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [PK_cmsTemplate] PRIMARY KEY ([pk])
2015-04-12 15:16:20,832 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsTemplate
2015-04-12 15:16:20,832 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsTemplate
2015-04-12 15:16:20,833 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_umbracoNode] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:20,833 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_cmsTemplate] FOREIGN KEY ([master]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:20,833 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsTemplate_nodeId] ON [cmsTemplate] ([nodeId])
2015-04-12 15:16:20,857 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsTemplate' was created
2015-04-12 15:16:20,924 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsContent] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[contentType] INTEGER NOT NULL)
2015-04-12 15:16:20,924 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [PK_cmsContent] PRIMARY KEY ([pk])
2015-04-12 15:16:20,924 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsContent
2015-04-12 15:16:20,924 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsContent
2015-04-12 15:16:20,924 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [FK_cmsContent_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:20,925 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [FK_cmsContent_cmsContentType_nodeId] FOREIGN KEY ([contentType]) REFERENCES [cmsContentType] ([nodeId])
2015-04-12 15:16:20,925 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContent] ON [cmsContent] ([nodeId])
2015-04-12 15:16:20,948 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsContent' was created
2015-04-12 15:16:21,022 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsContentVersion] ([id] INTEGER NOT NULL IDENTITY(1,1),
[ContentId] INTEGER NOT NULL,
[VersionId] UniqueIdentifier NOT NULL,
[VersionDate] DATETIME NOT NULL CONSTRAINT [DF_cmsContentVersion_VersionDate] DEFAULT (getdate()),
[LanguageLocale] NVARCHAR(10) NULL)
2015-04-12 15:16:21,022 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [PK_cmsContentVersion] PRIMARY KEY ([id])
2015-04-12 15:16:21,022 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsContentVersion
2015-04-12 15:16:21,022 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsContentVersion
2015-04-12 15:16:21,023 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [FK_cmsContentVersion_cmsContent_nodeId] FOREIGN KEY ([ContentId]) REFERENCES [cmsContent] ([nodeId])
2015-04-12 15:16:21,023 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_cmsContentVersion_ContentId] ON [cmsContentVersion] ([ContentId])
2015-04-12 15:16:21,024 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContentVersion_VersionId] ON [cmsContentVersion] ([VersionId])
2015-04-12 15:16:21,044 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsContentVersion' was created
2015-04-12 15:16:21,124 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsDocument] ([nodeId] INTEGER NOT NULL,
[published] BIT NOT NULL,
[documentUser] INTEGER NOT NULL,
[versionId] UniqueIdentifier NOT NULL,
[text] NVARCHAR(255) NOT NULL,
[releaseDate] DATETIME NULL,
[expireDate] DATETIME NULL,
[updateDate] DATETIME NOT NULL CONSTRAINT [DF_cmsDocument_updateDate] DEFAULT (getdate()),
[templateId] INTEGER NULL,
[newest] BIT NOT NULL CONSTRAINT [DF_cmsDocument_newest] DEFAULT ('0'))
2015-04-12 15:16:21,125 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsDocument] ADD CONSTRAINT [PK_cmsDocument] PRIMARY KEY ([versionId])
2015-04-12 15:16:21,125 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsDocument
2015-04-12 15:16:21,125 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsDocument
2015-04-12 15:16:21,125 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDocument] ADD CONSTRAINT [FK_cmsDocument_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:21,126 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDocument] ADD CONSTRAINT [FK_cmsDocument_cmsContent_nodeId] FOREIGN KEY ([nodeId]) REFERENCES [cmsContent] ([nodeId])
2015-04-12 15:16:21,126 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDocument] ADD CONSTRAINT [FK_cmsDocument_cmsTemplate_nodeId] FOREIGN KEY ([templateId]) REFERENCES [cmsTemplate] ([nodeId])
2015-04-12 15:16:21,127 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsDocument] ON [cmsDocument] ([nodeId],[versionId])
2015-04-12 15:16:21,127 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_cmsDocument_published] ON [cmsDocument] ([published])
2015-04-12 15:16:21,128 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_cmsDocument_newest] ON [cmsDocument] ([newest])
2015-04-12 15:16:21,154 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsDocument' was created
2015-04-12 15:16:21,230 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsDocumentType] ([contentTypeNodeId] INTEGER NOT NULL,
[templateNodeId] INTEGER NOT NULL,
[IsDefault] BIT NOT NULL CONSTRAINT [DF_cmsDocumentType_IsDefault] DEFAULT ('0'))
2015-04-12 15:16:21,230 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsDocumentType] ADD CONSTRAINT [PK_cmsDocumentType] PRIMARY KEY ([contentTypeNodeId], [templateNodeId])
2015-04-12 15:16:21,230 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsDocumentType
2015-04-12 15:16:21,230 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsDocumentType
2015-04-12 15:16:21,231 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDocumentType] ADD CONSTRAINT [FK_cmsDocumentType_cmsContentType_nodeId] FOREIGN KEY ([contentTypeNodeId]) REFERENCES [cmsContentType] ([nodeId])
2015-04-12 15:16:21,232 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDocumentType] ADD CONSTRAINT [FK_cmsDocumentType_umbracoNode_id] FOREIGN KEY ([contentTypeNodeId]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:21,232 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDocumentType] ADD CONSTRAINT [FK_cmsDocumentType_cmsTemplate_nodeId] FOREIGN KEY ([templateNodeId]) REFERENCES [cmsTemplate] ([nodeId])
2015-04-12 15:16:21,258 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsDocumentType' was created
2015-04-12 15:16:21,331 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsDataType] ([pk] INTEGER NOT NULL IDENTITY(30,1),
[nodeId] INTEGER NOT NULL,
[propertyEditorAlias] NVARCHAR(255) NOT NULL,
[dbType] NVARCHAR(50) NOT NULL)
2015-04-12 15:16:21,332 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsDataType] ADD CONSTRAINT [PK_cmsDataType] PRIMARY KEY ([pk])
2015-04-12 15:16:21,332 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsDataType
2015-04-12 15:16:21,339 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsDataType
2015-04-12 15:16:21,340 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDataType] ADD CONSTRAINT [FK_cmsDataType_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:21,341 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsDataType_nodeId] ON [cmsDataType] ([nodeId])
2015-04-12 15:16:21,367 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsDataType' was created
2015-04-12 15:16:21,433 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsDataTypePreValues] ([id] INTEGER NOT NULL IDENTITY(6,1),
[datatypeNodeId] INTEGER NOT NULL,
[value] NTEXT NULL,
[sortorder] INTEGER NOT NULL,
[alias] NVARCHAR(50) NULL)
2015-04-12 15:16:21,434 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsDataTypePreValues] ADD CONSTRAINT [PK_cmsDataTypePreValues] PRIMARY KEY ([id])
2015-04-12 15:16:21,434 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsDataTypePreValues
2015-04-12 15:16:21,437 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsDataTypePreValues
2015-04-12 15:16:21,438 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsDataTypePreValues] ADD CONSTRAINT [FK_cmsDataTypePreValues_cmsDataType_nodeId] FOREIGN KEY ([datatypeNodeId]) REFERENCES [cmsDataType] ([nodeId])
2015-04-12 15:16:21,464 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsDataTypePreValues' was created
2015-04-12 15:16:21,593 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsDictionary] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[id] UniqueIdentifier NOT NULL,
[parent] UniqueIdentifier NOT NULL,
[key] NVARCHAR(1000) NOT NULL)
2015-04-12 15:16:21,593 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsDictionary] ADD CONSTRAINT [PK_cmsDictionary] PRIMARY KEY ([pk])
2015-04-12 15:16:21,593 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsDictionary
2015-04-12 15:16:21,593 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsDictionary
2015-04-12 15:16:21,594 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsDictionary_id] ON [cmsDictionary] ([id])
2015-04-12 15:16:21,618 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsDictionary' was created
2015-04-12 15:16:21,688 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsLanguageText] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[languageId] INTEGER NOT NULL,
[UniqueId] UniqueIdentifier NOT NULL,
[value] NVARCHAR(1000) NOT NULL)
2015-04-12 15:16:21,688 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [cmsLanguageText] ADD CONSTRAINT [PK_cmsLanguageText] PRIMARY KEY ([pk])
2015-04-12 15:16:21,688 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table cmsLanguageText
2015-04-12 15:16:21,688 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table cmsLanguageText
2015-04-12 15:16:21,689 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [cmsLanguageText] ADD CONSTRAINT [FK_cmsLanguageText_cmsDictionary_id] FOREIGN KEY ([UniqueId]) REFERENCES [cmsDictionary] ([id])
2015-04-12 15:16:21,714 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'cmsLanguageText' was created
2015-04-12 15:16:21,845 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [umbracoLanguage] ([id] INTEGER NOT NULL IDENTITY(2,1),
[languageISOCode] NVARCHAR(10) NULL,
[languageCultureName] NVARCHAR(100) NULL)
2015-04-12 15:16:21,846 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [umbracoLanguage] ADD CONSTRAINT [PK_umbracoLanguage] PRIMARY KEY ([id])
2015-04-12 15:16:21,846 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table umbracoLanguage
2015-04-12 15:16:21,847 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table umbracoLanguage
2015-04-12 15:16:21,848 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_umbracoLanguage_languageISOCode] ON [umbracoLanguage] ([languageISOCode])
2015-04-12 15:16:21,871 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'umbracoLanguage' was created
2015-04-12 15:16:21,946 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [umbracoDomains] ([id] INTEGER NOT NULL IDENTITY(1,1),
[domainDefaultLanguage] INTEGER NULL,
[domainRootStructureID] INTEGER NULL,
[domainName] NVARCHAR(255) NOT NULL)
2015-04-12 15:16:21,946 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [umbracoDomains] ADD CONSTRAINT [PK_umbracoDomains] PRIMARY KEY ([id])
2015-04-12 15:16:21,946 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table umbracoDomains
2015-04-12 15:16:21,946 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table umbracoDomains
2015-04-12 15:16:21,947 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Foreign Key sql -1:
 ALTER TABLE [umbracoDomains] ADD CONSTRAINT [FK_umbracoDomains_umbracoNode_id] FOREIGN KEY ([domainRootStructureID]) REFERENCES [umbracoNode] ([id])
2015-04-12 15:16:21,970 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'umbracoDomains' was created
2015-04-12 15:16:22,097 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [umbracoLog] ([id] INTEGER NOT NULL IDENTITY(1,1),
[userId] INTEGER NOT NULL,
[NodeId] INTEGER NOT NULL,
[Datestamp] DATETIME NOT NULL CONSTRAINT [DF_umbracoLog_Datestamp] DEFAULT (getdate()),
[logHeader] NVARCHAR(50) NOT NULL,
[logComment] NVARCHAR(4000) NULL)
2015-04-12 15:16:22,097 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Primary Key sql -1:
 ALTER TABLE [umbracoLog] ADD CONSTRAINT [PK_umbracoLog] PRIMARY KEY ([id])
2015-04-12 15:16:22,097 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Creating data in table umbracoLog
2015-04-12 15:16:22,097 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 17] Done creating data in table umbracoLog
2015-04-12 15:16:22,098 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoLog] ON [umbracoLog] ([NodeId])
2015-04-12 15:16:22,123 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] New table 'umbracoLog' was created
2015-04-12 15:16:22,210 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 17] Create Table sql -1:
 CREATE TABLE [cmsMacro] ([id] INTEGER NOT NULL IDENTITY(1,1),
[macroUseInEditor] BIT NOT NULL CONSTRAINT [DF_cmsMacro_macroUseInEditor] DEFAULT ('0'),
[macroRefreshRate] INTEGER NOT NULL CONSTRAINT [DF_cmsMacro_macroRefreshRate] DEFAULT ('0'),
[macroAlias] NVARCHAR(255) NOT NULL,
[macroName] NVARCHAR(255) NULL,
[macroScriptType] NVARCHAR(255) NULL,
[macroScriptAssembly] NVARCHAR(255) NULL,
[macroXSLT] NVARCHAR(255) NULL,
[macroCacheByPage] BIT NOT NULL CONSTRAINT [DF_cmsMacro_macroCacheByPage] DEFAULT ('1'),
[macroCachePersonalized] BIT NOT NULL CONSTRAINT [DF_cmsMacro_macroCachePersonalized] DEFAULT ('0'),
[macroDontRender] BIT NOT NULL CONSTRAINT [DF_cmsMacro_macroDontRender] DEFAULT ('0'),
[macroPython] NVARCHAR(255) NULL)
